Subject,Label,eda_mean,eda_std,eda_min,eda_max,ecg_mean,ecg_std,ecg_min,ecg_max,emg_mean,emg_std,emg_min,emg_max,temp_mean,temp_std,temp_min,temp_max
S2,1,1.5310033162434895,0.029058911119295032,1.47552490234375,1.6201019287109375,-0.012770843505859376,0.11422386016237247,-0.2593231201171875,0.4421539306640625,-0.0017333984375,0.008652211601591488,-0.0299835205078125,0.018585205078125,28.375729,0.049792267,28.301819,28.556091
S2,1,1.4505195617675781,0.020685184930751863,1.4148712158203125,1.5018463134765625,0.013738250732421875,0.13078061038175834,-0.2367095947265625,0.4975433349609375,-0.00418853759765625,0.011063951609727462,-0.0437164306640625,0.022064208984375,28.439249,0.029418511,28.361725,28.513184
S2,1,1.3849576314290364,0.0258125929989757,1.3362884521484375,1.4404296875,-0.0154266357421875,0.11088438535994694,-0.2533721923828125,0.2901763916015625,-0.00125274658203125,0.010187876385591476,-0.0256805419921875,0.0242156982421875,28.353264,0.0381858,28.278961,28.476044
S2,1,1.31134033203125,0.025634671014278146,1.2432098388671875,1.3759613037109375,-0.013460540771484375,0.1291668942904658,-0.260284423828125,0.4622039794921875,-0.0017730712890625,0.006353400638922389,-0.0162506103515625,0.015335083007812498,28.257702,0.0688124,28.133575,28.393158
S2,1,1.2439982096354167,0.02603912713662166,1.2004852294921875,1.33819580078125,0.041072845458984375,0.1580985908557816,-0.2604217529296875,0.5951385498046875,-0.0025115966796875,0.011547810229818236,-0.0467376708984375,0.0291595458984375,28.25344,0.06530739,28.13501,28.408875
S2,1,1.1970138549804688,0.020396172354601717,1.13983154296875,1.2664794921875,0.009297943115234375,0.15956520594720355,-0.2325439453125,0.6891632080078125,-0.003607177734375,0.00941301253901911,-0.024261474609375,0.0138702392578125,28.323359,0.04092126,28.26471,28.46457
S2,1,1.1740048726399739,0.02372343960864515,1.1402130126953125,1.2302398681640625,0.017413330078125,0.18005737162602614,-0.24540710449218747,0.7755889892578125,-0.004427337646484375,0.01223037421415515,-0.0494842529296875,0.0167999267578125,28.42849,0.07785771,28.324646,28.580383
S2,1,1.1462847391764324,0.019168906478008025,1.120758056640625,1.2050628662109375,0.01304473876953125,0.16661616348183425,-0.36932373046875,0.6148223876953125,-0.00228271484375,0.011533693017334088,-0.0446319580078125,0.0288848876953125,31.704748,1.7591499,28.557465,33.823303
S2,1,1.1168543497721355,0.02119719946298803,1.0715484619140625,1.17950439453125,-0.02191619873046875,0.1288945711238664,-0.2388153076171875,0.3975677490234375,-0.002968597412109375,0.013325729879215233,-0.0305328369140625,0.0436248779296875,32.64651,1.4345388,30.202148,34.28018
S2,2,1.2012990315755208,0.02664281962992249,1.1623382568359375,1.26495361328125,0.006006622314453125,0.12950597536779992,-0.2077789306640625,0.4983673095703125,-0.002730560302734375,0.010179037969384987,-0.0289306640625,0.02398681640625,31.344078,0.03868042,31.23404,31.397339
S2,2,1.2448755900065105,0.05969129613178881,1.161956787109375,1.3484954833984375,0.01591796875,0.15205960180782546,-0.309539794921875,0.6155548095703125,-0.003882598876953125,0.01216968399816186,-0.05291748046875,0.0142822265625,31.2599,0.06710522,31.144379,31.375275
S2,2,1.264813741048177,0.013399123768412388,1.2416839599609375,1.29547119140625,0.007109832763671875,0.15485505551020132,-0.2314910888671875,0.7489471435546875,-0.0027740478515625,0.009995299562654861,-0.0372161865234375,0.01776123046875,31.308784,0.033925336,31.260498,31.391449
S2,2,1.4018694559733074,0.04129523828041391,1.2645721435546875,1.4522552490234375,0.029422760009765625,0.16810776943469477,-0.2056732177734375,0.66119384765625,-0.00449371337890625,0.010648915827070159,-0.0471038818359375,0.014190673828125,31.393217,0.018618137,31.351715,31.443024
S2,2,1.4757283528645833,0.048335564602689646,1.3820648193359375,1.6010284423828125,0.0042083740234375,0.18882450630642977,-0.3021697998046875,0.820037841796875,-0.004021453857421875,0.008095758255873223,-0.0308990478515625,0.0131378173828125,31.149044,0.113606095,31.019623,31.434174
S2,2,1.558074951171875,0.10261566842751424,1.4614105224609375,1.88751220703125,0.008994293212890626,0.12935820793727026,-0.204254150390625,0.676483154296875,-0.002436065673828125,0.011385844479878499,-0.0367584228515625,0.0176239013671875,31.073221,0.025551917,31.031372,31.160553
S2,2,1.8375968933105469,0.06660017255091767,1.7330169677734375,1.9931793212890625,0.034503173828125,0.1868500813160799,-0.1669464111328125,0.87725830078125,-0.0061126708984375,0.012458965629806326,-0.045318603515625,0.0122222900390625,31.150276,0.07976035,31.05487,31.306091
S2,2,2.2430419921875,0.2072341677258579,1.8764495849609375,2.558135986328125,0.014920806884765625,0.16882357802636924,-0.1809539794921875,0.9008331298828125,-0.004663848876953125,0.008270435788943086,-0.0217437744140625,0.0152435302734375,31.279337,0.018783627,31.247253,31.32666
S2,2,2.645696004231771,0.078876602355137,2.4890899658203125,2.8537750244140625,-0.015772247314453126,0.13497676776148415,-0.1794891357421875,0.7125091552734375,-0.00295562744140625,0.011701017215256163,-0.0469207763671875,0.021514892578125,31.12391,0.0745234,31.043121,31.278137
S2,2,2.9456138610839844,0.12669479363617756,2.696990966796875,3.3878326416015625,-0.00602264404296875,0.13007713415402847,-0.2385406494140625,0.518280029296875,-0.0011199951171875,0.009318107093845259,-0.02911376953125,0.0353851318359375,31.111841,0.018221956,31.075409,31.172302
S3,1,8.175029754638672,0.43403340298658993,7.4565887451171875,8.779525756835938,-0.007118988037109375,0.2671601272942689,-0.334808349609375,1.435455322265625,-0.00374908447265625,0.017199574166103525,-0.0255889892578125,0.1106414794921875,32.44886,0.24628304,32.055267,32.86975
S3,1,8.673273722330729,0.14082200882382767,8.346176147460938,8.852005004882812,0.003058624267578125,0.25437028692824526,-0.31988525390625,1.4992218017578125,-0.001377105712890625,0.021156258966469204,-0.0547943115234375,0.0661468505859375,31.903364,0.08978351,31.708649,32.099823
S3,1,7.963396708170573,0.17729517565756667,7.6816558837890625,8.315658569335938,0.007639312744140625,0.3093817701659719,-0.332794189453125,1.4940948486328125,-0.005517578125,0.011148462672429046,-0.0523223876953125,0.020782470703125,31.630047,0.0304433,31.58313,31.7146
S3,1,7.499796549479167,0.12157496375829278,7.28607177734375,7.67364501953125,0.05204849243164063,0.36367593910094886,-0.3205718994140625,1.4991302490234375,-0.006200408935546875,0.01502322539309608,-0.1036834716796875,0.01409912109375,31.350744,0.1618666,31.034302,31.58902
S3,1,7.15939203898112,0.06337471318271061,7.0705413818359375,7.2795867919921875,0.0534515380859375,0.4079032414418526,-0.3525238037109375,1.4989471435546875,-0.007813262939453124,0.019108685462192056,-0.1080780029296875,0.03863525390625,30.962614,0.035368893,30.89508,31.028473
S3,1,7.011699676513672,0.030359145022020584,6.9583892822265625,7.089996337890625,0.0588775634765625,0.38356239488479066,-0.3563690185546875,1.4991302490234375,-0.00380096435546875,0.013628191557595726,-0.0486602783203125,0.0223846435546875,30.843529,0.042765033,30.766327,30.96103
S3,1,6.894187927246094,0.05151726177627421,6.7996978759765625,6.9759368896484375,0.0076416015625,0.26180599579501707,-0.3198394775390625,1.4446563720703125,-0.00159454345703125,0.014661599841982065,-0.042572021484375,0.0330963134765625,30.892904,0.020669129,30.85849,30.974213
S3,1,6.7571258544921875,0.032330483917548516,6.687164306640625,6.813812255859375,-0.007061767578125,0.3116145986999676,-0.3463897705078125,1.4989471435546875,0.003392791748046875,0.031307975543335656,-0.0656890869140625,0.1349945068359375,30.856298,0.06670817,30.766327,30.972748
S3,1,6.677621205647786,0.019831105480588862,6.6356658935546875,6.7134857177734375,0.12378768920898438,0.44582264530289145,-0.35540771484375,1.4991302490234375,-0.005158233642578125,0.0267130284128898,-0.0689849853515625,0.0654144287109375,30.855038,0.029571204,30.799957,31.00354
S3,1,6.624654134114583,0.029191571857116433,6.5578460693359375,6.6745758056640625,0.081591796875,0.38102646502118387,-0.2860565185546875,1.4989471435546875,-0.007424163818359375,0.030293161932610887,-0.1641082763671875,0.0641326904296875,30.954672,0.026927521,30.884857,31.019623
S3,1,6.537876129150391,0.017034068514406767,6.51397705078125,6.591033935546875,-0.048223876953125,0.15505849348563033,-0.3310089111328125,0.472137451171875,-0.001912689208984375,0.01494664888328936,-0.0384063720703125,0.03570556640625,31.126875,0.09335397,30.969818,31.257538
S3,1,6.557928721110026,0.02528467098872565,6.5090179443359375,6.6593170166015625,0.0330078125,0.36325022088737274,-0.3306427001953125,1.4787139892578125,-0.002811431884765625,0.031709846404314825,-0.0886688232421875,0.1057891845703125,31.307138,0.018815173,31.245789,31.348755
S3,1,6.54296875,0.015204491966397473,6.5143585205078125,6.5982818603515625,-0.040494537353515624,0.16656435006946338,-0.3430938720703125,0.6008148193359375,-0.001617431640625,0.007575911169048458,-0.0350189208984375,0.0159759521484375,31.310843,0.029170029,31.273712,31.450378
S3,1,6.546389261881511,0.010505542063234846,6.5277099609375,6.5662384033203125,0.09158096313476563,0.38566666791179727,-0.3472137451171875,1.4885101318359375,-0.002794647216796875,0.016496123134202734,-0.086517333984375,0.0736541748046875,31.389233,0.049970042,31.316376,31.466614
S3,1,6.549663543701172,0.012322008536585839,6.5296173095703125,6.595611572265625,0.05326766967773437,0.3785385563735871,-0.3404388427734375,1.49798583984375,-0.004413604736328125,0.03363983549882526,-0.1357269287109375,0.1655731201171875,31.459322,0.01897589,31.426819,31.516724
S3,1,6.571534474690755,0.010752009572838462,6.54296875,6.59942626953125,0.026731109619140624,0.2755531803243893,-0.3680877685546875,1.4832000732421875,-0.003092193603515625,0.01076356243200943,-0.0254058837890625,0.0238494873046875,31.504051,0.04085345,31.450378,31.581635
S3,1,6.581230163574219,0.013055203444778824,6.551361083984375,6.6089630126953125,-0.01340484619140625,0.20364883890521993,-0.3307342529296875,0.763824462890625,-0.00396728515625,0.009593688627211378,-0.0268707275390625,0.0233001708984375,31.601889,0.013019288,31.560974,31.625946
S3,1,6.615009307861328,0.022058256730548117,6.5731048583984375,6.688690185546875,0.0058837890625,0.24644486372092528,-0.373260498046875,0.6055755615234375,-0.003558349609375,0.02413518586656879,-0.0422515869140625,0.1306915283203125,31.666239,0.043484546,31.605255,31.818115
S3,1,6.6211700439453125,0.011030567250272521,6.60247802734375,6.6638946533203125,-0.005464935302734375,0.2689620502219563,-0.3745880126953125,1.4991302490234375,-0.00191650390625,0.03077448224385855,-0.0607452392578125,0.109405517578125,31.67854,0.017037746,31.651031,31.717499
S3,2,6.875171661376953,0.04162420487432382,6.7966461181640625,6.9316864013671875,0.0603759765625,0.455830989056422,-0.5615386962890625,1.4992218017578125,-0.000823974609375,0.014941504889517914,-0.0332794189453125,0.0346527099609375,32.012527,0.05924064,31.88031,32.18152
S3,2,7.355607350667317,0.444606215262692,6.9133758544921875,8.887100219726562,-0.011408233642578125,0.3198009121124895,-0.46893310546875,1.4992218017578125,-0.00864715576171875,0.024181367158325574,-0.0840911865234375,0.0545196533203125,32.15011,0.04957645,32.07306,32.248444
S3,2,10.402851104736328,1.1175680095044183,8.234786987304688,12.053298950195312,-0.012044525146484375,0.3031542576584322,-0.49960327148437494,1.4991302490234375,0.001241302490234375,0.022670185429442026,-0.041656494140625,0.0906829833984375,33.09414,0.72600067,32.243988,34.387238
S3,2,8.064327239990234,0.2050207123096154,7.7075958251953125,8.718109130859375,-0.03518524169921875,0.2787020330545428,-0.38873291015625,1.4443359375,0.005591583251953125,0.04787137280179148,-0.10565185546875,0.1300506591796875,34.0201,0.23923913,33.698883,34.41632
S3,2,8.2447878519694,0.3247821325712794,7.6885223388671875,9.3963623046875,0.015132904052734375,0.3265937400120428,-0.3431854248046875,1.4381561279296875,-0.004517364501953125,0.02978856132734713,-0.0995635986328125,0.0904083251953125,33.48222,0.10675871,33.292267,33.673126
S3,2,8.226426442464193,0.4356905303750839,7.6427459716796875,9.008407592773438,0.033946990966796875,0.3213097046781878,-0.3673553466796875,1.4989471435546875,-0.0010200500488281247,0.025494869646297567,-0.0444488525390625,0.12469482421875001,33.365253,0.24059491,32.86975,33.677673
S3,2,9.465084075927734,0.15250642230842343,8.992385864257812,9.66339111328125,0.03737945556640625,0.3469083291315741,-0.3132476806640625,1.4921722412109375,0.00032196044921875,0.021337722749289755,-0.0527801513671875,0.0701751708984375,32.443626,0.22440928,32.108734,32.857788
S3,2,9.045626322428385,0.3010292106370397,8.551406860351562,9.495162963867188,0.01768035888671875,0.35182483247172225,-0.4026031494140625,1.4628753662109375,-0.0052520751953125,0.02729177243551053,-0.0955352783203125,0.0471038818359375,31.966784,0.06836134,31.862549,32.10724
S3,2,8.371715545654297,0.15863172046011145,8.075332641601562,8.657455444335938,-0.009869384765625,0.25900376255948193,-0.4259033203125,1.4669036865234375,-0.004625701904296875,0.028926219387506488,-0.1020355224609375,0.0507659912109375,31.82296,0.037757877,31.767822,32.00186
S3,2,7.849483489990234,0.11495697280910912,7.6618194580078125,8.07037353515625,-0.02096405029296875,0.28940359554862277,-0.370147705078125,1.4933624267578125,-0.004736328125,0.03565452200516293,-0.1206207275390625,0.0984649658203125,31.820858,0.02380925,31.785553,31.927704
S3,2,7.50274658203125,0.07450049394108707,7.38372802734375,7.6503753662109375,-0.034177398681640624,0.19555769843120205,-0.3970184326171875,1.0410919189453125,-0.001142120361328125,0.03657626786984292,-0.1037750244140625,0.0596466064453125,31.89154,0.026236752,31.849182,32.007782
S4,1,1.2631543477376301,0.017275580281438593,1.2439727783203125,1.331329345703125,0.008245849609375,0.25576723075700897,-0.4395904541015625,1.43280029296875,-0.000188446044921875,0.010623112919195871,-0.023345947265625,0.0252227783203125,32.703667,0.029422598,32.63022,32.796326
S4,1,1.2677192687988281,0.020552053986586893,1.2416839599609375,1.328277587890625,0.006905364990234375,0.16679325778765175,-0.169921875,1.063751220703125,-0.00260467529296875,0.009577446220228472,-0.02874755859375,0.01776123046875,32.735664,0.014270805,32.693024,32.75888
S4,1,1.2513160705566406,0.01389733969362089,1.23138427734375,1.306915283203125,-0.012580108642578126,0.13303575382213756,-0.3350372314453125,0.8892059326171875,-0.0015594482421875,0.00937807161954098,-0.0256805419921875,0.02032470703125,32.737286,0.015442282,32.69452,32.764893
S4,1,1.2531153361002605,0.015986717157310943,1.235198974609375,1.3202667236328125,0.013031005859375,0.2000302765535503,-0.4239349365234375,1.4025421142578125,-0.00339813232421875,0.010232164516405396,-0.0294342041015625,0.0167999267578125,32.736263,0.017651971,32.696045,32.766388
S4,1,1.2563832600911458,0.015484956316563415,1.2409210205078125,1.322174072265625,0.030706787109375,0.2708798103350438,-0.4006805419921875,1.4405364990234375,-0.003493499755859375,0.011298560411971078,-0.0437164306640625,0.0186309814453125,32.767723,0.018785141,32.718475,32.83377
S4,1,1.2599754333496094,0.021152651126663275,1.2237548828125,1.378631591796875,-0.008173370361328125,0.1956243561051853,-0.1168212890625,1.4658050537109375,-0.00174560546875,0.007656574510003095,-0.0170745849609375,0.0196380615234375,32.81568,0.026388276,32.766388,32.94626
S4,1,1.2551689147949219,0.014947712473587135,1.2332916259765625,1.317596435546875,-0.01932373046875,0.2525597659355151,-0.4846343994140625,1.4299163818359375,-0.00177001953125,0.009545090341144835,-0.0238494873046875,0.0174407958984375,32.779934,0.027941544,32.737946,32.857788
S4,1,1.2556902567545574,0.01709777382189026,1.2111663818359375,1.3202667236328125,-0.005509185791015625,0.20951534096851948,-0.388275146484375,1.4652557373046875,-0.004329681396484375,0.00992416892581417,-0.0389556884765625,0.0105743408203125,32.722366,0.028118616,32.664642,32.787354
S4,1,1.265246073404948,0.01537570139432555,1.2451171875,1.314544677734375,-0.04064102172851562,0.06855373060527915,-0.25579833984375,0.1576080322265625,-0.003052520751953125,0.008520028058457215,-0.0261383056640625,0.0162506103515625,32.766075,0.016700584,32.72296,32.80081
S4,1,1.271985371907552,0.014312888964634493,1.2542724609375,1.303863525390625,-0.004410552978515625,0.2753383774381432,-0.3455657958984375,1.48992919921875,0.00033721923828125,0.010679002709015535,-0.0298004150390625,0.0276947021484375,32.77724,0.0355024,32.701996,32.854767
S4,1,1.280682881673177,0.014279298445963082,1.2645721435546875,1.31988525390625,-0.040377044677734376,0.0720963228714584,-0.2504425048828125,0.1468963623046875,-0.00226287841796875,0.005664662008785841,-0.0149688720703125,0.0099334716796875,32.835842,0.024811849,32.78885,32.944794
S4,1,1.2868309020996094,0.016411893595101673,1.267242431640625,1.3553619384765625,-0.0239349365234375,0.06527409243868627,-0.2892608642578125,0.1558685302734375,-0.002379608154296875,0.007864070311890054,-0.0214691162109375,0.0146026611328125,32.84034,0.01824139,32.790344,32.86676
S4,1,1.2891006469726562,0.018864349749271103,1.270294189453125,1.3507843017578125,0.059405517578125,0.2909828756693896,-0.16607666015625,1.4401702880859375,-0.00213165283203125,0.00848577615569255,-0.0301666259765625,0.01483154296875,32.859295,0.016542146,32.812805,32.887756
S4,1,1.2889734903971355,0.016273453625911493,1.27105712890625,1.352691650390625,-0.019524383544921874,0.1861539038361605,-0.3871307373046875,1.1862030029296875,-0.00233154296875,0.007817735407905448,-0.0152435302734375,0.0143280029296875,32.86074,0.016059322,32.8248,32.88626
S4,1,1.290423075358073,0.015347756525596536,1.26495361328125,1.3584136962890625,0.002846527099609375,0.2670470926390142,-0.3493194580078125,1.39105224609375,-0.002214813232421875,0.009140854320899746,-0.0245361328125,0.01812744140625,32.86937,0.024426198,32.803802,32.944794
S4,1,1.3135274251302083,0.02230229913939207,1.2805938720703125,1.3782501220703125,0.045154571533203125,0.3172446946196727,-0.3907470703125,1.4677276611328125,-0.000559234619140625,0.012462748283662305,-0.0281524658203125,0.0347442626953125,32.860607,0.044139996,32.754395,32.93277
S4,1,1.3275146484375,0.015302753689884995,1.3050079345703125,1.3790130615234375,0.0406768798828125,0.3316077302400037,-0.380126953125,1.46539306640625,-0.000685882568359375,0.008433685349666657,-0.022247314453125,0.0185394287109375,32.929146,0.015252821,32.881744,32.953766
S4,1,1.3179397583007812,0.014194347904079113,1.2996673583984375,1.36871337890625,-0.03407745361328125,0.07960715019425206,-0.16351318359375,0.157012939453125,-0.001385498046875,0.0065794291857070525,-0.0137786865234375,0.0167083740234375,32.962666,0.017972339,32.914764,33.03488
S4,1,1.3117154439290364,0.014011124217514253,1.29547119140625,1.3622283935546875,-0.0500335693359375,0.07670415220210988,-0.2781829833984375,0.1499176025390625,0.00063934326171875,0.006414960610439463,-0.0203704833984375,0.0104827880859375,32.956608,0.017134087,32.91327,32.9823
S4,2,2.5905990600585938,0.37023868981563185,2.0702362060546875,3.485870361328125,0.0375335693359375,0.331149902815669,-0.4046173095703125,1.498992919921875,-0.001619720458984375,0.01598639180826705,-0.0348358154296875,0.0560302734375,33.182533,0.044147465,33.10251,33.286194
S4,2,3.230940500895182,0.23696123496179575,2.9087066650390625,3.719329833984375,0.06500930786132812,0.34966115133509273,-0.31182861328125,1.4977569580078125,-0.00115203857421875,0.013244248749511429,-0.0333251953125,0.02728271484375,33.397858,0.0661583,33.26062,33.526276
S4,2,3.4627596537272134,0.14513325265613147,3.2405853271484375,3.858184814453125,-0.002558135986328125,0.25874327476205833,-0.552703857421875,1.4405364990234375,-0.00313262939453125,0.016221022987427256,-0.0510406494140625,0.04083251953125,33.60327,0.04998682,33.46884,33.6716
S4,2,3.6223665873209634,0.17640452150178898,3.31878662109375,4.1812896728515625,0.0295379638671875,0.28032502132490544,-0.2594146728515625,1.3919219970703125,-0.00358428955078125,0.017652205095149667,-0.038818359375,0.0526885986328125,33.630383,0.019921515,33.58075,33.662506
S4,2,3.9065043131510415,0.11831939508665894,3.6830902099609375,4.19158935546875,0.12399215698242187,0.4407013351297184,-0.39788818359375,1.4658050537109375,-0.007653045654296875,0.015870657243149202,-0.0598297119140625,0.0451812744140625,33.64558,0.022507409,33.585327,33.70044
S4,2,4.4375864664713545,0.17525939371188115,4.0493011474609375,4.99725341796875,-0.015936279296875,0.20605092781939763,-0.3034515380859375,1.4688262939453125,-0.00109405517578125,0.01079181359650477,-0.0290679931640625,0.03662109375,33.618095,0.026657768,33.553497,33.674652
S4,2,4.568309783935547,0.10801063259371772,4.3910980224609375,4.83245849609375,-0.05893707275390625,0.0788983611522148,-0.406768798828125,0.0929718017578125,-0.002756500244140625,0.012238726737584698,-0.0384979248046875,0.0249481201171875,33.64177,0.033482924,33.57318,33.73831
S4,2,4.720223744710286,0.04854917775374293,4.6154022216796875,4.8358917236328125,-0.022126007080078124,0.2201473528338758,-0.377655029296875,1.4523468017578125,-0.004102325439453125,0.012747084320574724,-0.0342864990234375,0.0328216552734375,33.694977,0.028293071,33.630707,33.826294
S4,2,4.712327321370442,0.1040802776447177,4.5581817626953125,5.0998687744140625,0.012347412109375,0.2371690341595992,-0.2433013916015625,1.4472198486328125,-0.00332489013671875,0.014006411352971919,-0.0399627685546875,0.0313568115234375,33.696487,0.019576415,33.641327,33.720123
S4,2,4.631188710530599,0.11795843564595436,4.5108795166015625,5.1029205322265625,-0.01488800048828125,0.20559390761314775,-0.367218017578125,1.431976318359375,-0.00171661376953125,0.011575890528647161,-0.0390472412109375,0.0322723388671875,33.69563,0.02155633,33.644318,33.726166
S4,2,4.826615651448567,0.09308969951923643,4.6939849853515625,5.10406494140625,0.0193115234375,0.3254184346734143,-0.295074462890625,1.4823760986328125,0.000565338134765625,0.018326574606410302,-0.03057861328125,0.05914306640625,33.70723,0.027656179,33.633728,33.776245
S5,1,5.778090159098308,0.14687853162499537,5.5206298828125,6.040191650390625,-0.0276153564453125,0.23670330151619584,-0.681060791015625,1.4560546875,-0.0072967529296875,0.02949371515511166,-0.10107421875,0.0697174072265625,34.440613,0.05261259,34.31073,34.56491
S5,1,5.228729248046875,0.17565598870445986,4.9427032470703125,5.579376220703125,-0.04605789184570312,0.1778031554386438,-0.6560211181640625,0.8035125732421875,-0.003203582763671875,0.014968546573160274,-0.0514984130859375,0.0552520751953125,34.470547,0.03581366,34.37497,34.528137
S5,1,4.725831349690755,0.10989249449589145,4.564666748046875,4.9381256103515625,0.0067840576171875,0.19253652516978387,-0.227783203125,1.4138031005859375,-0.00264129638671875,0.01240977333214741,-0.0380401611328125,0.0296173095703125,34.525608,0.03273017,34.445404,34.5849
S5,1,4.458605448404948,0.06369569618834904,4.3354034423828125,4.56085205078125,-0.0047882080078125,0.19025259333375752,-0.1114654541015625,1.4456634521484375,-0.005017852783203125,0.01119052924615329,-0.0369873046875,0.0406036376953125,34.599384,0.025427824,34.51587,34.63553
S5,1,4.228719075520833,0.06070207735422079,4.123687744140625,4.3636322021484375,-0.04092559814453125,0.08180138447715679,-0.49653625488281244,0.1186981201171875,-0.003839111328125,0.010152751980448864,-0.0230255126953125,0.0202789306640625,34.610256,0.026810551,34.529663,34.641663
S5,1,4.071559906005859,0.028672876646003116,4.00543212890625,4.1233062744140625,-0.011483001708984374,0.02984702550857589,-0.0520477294921875,0.1250152587890625,-0.00433502197265625,0.010939990871209499,-0.02984619140625,0.0167999267578125,34.626633,0.027762635,34.54651,34.669342
S5,1,3.951288859049479,0.03488900699230421,3.8982391357421875,4.0195465087890625,0.036566162109375,0.3104834016899543,-0.6555633544921875,1.45257568359375,-0.002872467041015625,0.009968135928944638,-0.0297088623046875,0.018035888671875,34.640373,0.028638933,34.5726,34.684692
S5,1,3.8640848795572915,0.029545437093969507,3.813934326171875,3.977203369140625,-0.0032196044921875,0.07098526842604465,-0.3269805908203125,0.1137542724609375,-0.002713775634765625,0.00971224174287141,-0.0256805419921875,0.0173492431640625,34.664867,0.030024141,34.586395,34.706207
S5,1,3.784656524658203,0.019400604846042946,3.7525177001953125,3.824615478515625,0.0026885986328125,0.0473381075372679,-0.07855224609375,0.1434173583984375,-0.001903533935546875,0.010037767825665348,-0.0295257568359375,0.020233154296875,34.697445,0.032515176,34.604828,34.741547
S5,1,3.741321563720703,0.015678951040471074,3.716278076171875,3.7853240966796875,0.003278350830078125,0.20682818913799877,-0.6559295654296875,1.3911895751953125,-0.003922271728515625,0.010734017988225762,-0.0341033935546875,0.02435302734375,34.751026,0.035740253,34.63553,34.841583
S5,1,3.747889200846354,0.010782727654332157,3.731536865234375,3.7883758544921875,-0.002472686767578125,0.19108023598261129,-0.1365509033203125,1.4225921630859375,-0.0061767578125,0.011457944090329587,-0.0330047607421875,0.0193634033203125,34.777023,0.03314758,34.68622,34.884735
S5,1,3.7285486857096353,0.014784132547085913,3.69110107421875,3.7631988525390625,-0.023136138916015625,0.11839040886747267,-0.702117919921875,0.3863067626953125,-0.00509033203125,0.016620160232399442,-0.0896759033203125,0.0222930908203125,34.753223,0.029766645,34.660095,34.793854
S5,1,3.700275421142578,0.016972248627298795,3.6701202392578125,3.781890869140625,0.07040481567382813,0.37129995930060483,-0.1854400634765625,1.4548187255859375,-0.004157257080078125,0.011379617243021476,-0.029205322265625,0.0142364501953125,34.728756,0.02914696,34.644745,34.769226
